company_name,wko_rows,wko_profile_url,http_status,employee_best_numeric_mention,employee_mention_kinds,employee_evidence_contexts,mentions_count,profile_text_len,error
Buchinger Immobilien e.U.,1,https://firmen.wko.at/buchinger-immobilien-eu/ober%c3%b6sterreich/?firmaid=ce37b48d-f6cb-4d7c-8ae7-bb1395814ef1&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Buchinger Immobilien GesmbH,1,https://firmen.wko.at/buchinger-immobilien-gesmbh/burgenland/?firmaid=2bd9d6f8-e7b4-4481-8c0a-367f5dd93b2f&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
build & solve GmbH,1,https://firmen.wko.at/build-und-solve-gmbh/vorarlberg/?firmaid=5276ebc6-672a-46e6-a599-b2330be3330b&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
buildings4future Hausverwaltung GmbH,1,https://firmen.wko.at/buildings4future-hausverwaltung-gmbh/wien/?firmaid=8ac7b914-af18-47be-99f4-b245f9b6a204&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Bundesimmobiliengesellschaft m.b.H.,21,https://firmen.wko.at/bundesimmobiliengesellschaft-mbh/salzburg/?firmaid=f7c879d8-490a-4266-9e0c-4cf7464be9d4&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Businesspark Management GmbH,1,https://firmen.wko.at/businesspark-management-gmbh/wien/?firmaid=f9bdbfdf-0d07-4719-86a4-7eb07358d709&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
BUWOG - Bauen und Wohnen Gesellschaft mbH,4,https://firmen.wko.at/buwog-bauen-und-wohnen-gesellschaft-mbh/salzburg/?firmaid=431cb0a6-d8ea-407d-ba26-0a4f38714c17&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,,,,0,9070,
BUWOG cw Handelsges.m.b.H.,1,https://firmen.wko.at/buwog-cw-handelsgesmbh/wien/?firmaid=25b27bf1-5f02-4ed6-9249-508ce50fb931&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
BUWOG Group GmbH,2,https://firmen.wko.at/buwog-group-gmbh/k%c3%a4rnten/?firmaid=3db3dd40-f50e-462c-a775-0ba4015de6ae&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
BUWOG Holding GmbH,1,https://firmen.wko.at/buwog-holding-gmbh/wien/?firmaid=673e8457-cd01-4c9a-b68f-2a499feb98f4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
BUWOG Immobilien und Development GmbH,1,https://firmen.wko.at/buwog-immobilien-und-development-gmbh/wien/?firmaid=87aa85f9-651e-4762-9513-67aa9a22e9c5&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
BUWOG Süd GmbH,2,https://firmen.wko.at/buwog-s%c3%bcd-gmbh/steiermark/?firmaid=c4359d49-9396-4365-99ab-5de6a1b99d84&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
BUX Hausverwaltung GmbH,1,https://firmen.wko.at/bux-hausverwaltung-gmbh-hausverwaltung/salzburg/?firmaid=73cd1fc3-9118-45af-8852-617c13a31f3e&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,2,exact,2 [exact] eb: https://www.bux-hausverwaltung.at/ Adresse: Stadtplatz 3 5550 Radstadt Route planen Öffnungszeiten: Persönliche Termine nach telefonischer Vereinbarung Über uns 2024 gegründet 2 Mitarbeiter Wir verwalten Zufriedenheit Firmendaten Firmendaten laut Gewerbedatenbank Firmenname: BUX Hausverwaltung GmbH Firmenbuchnummer: 632929d Firmengericht: Landesgericht Salzburg GLN (,1,2365,
BWF Wohnbau GmbH,1,https://firmen.wko.at/bwf-wohnbau-gmbh/k%c3%a4rnten/?firmaid=57dfe71e-80a1-436a-a0b5-81439c126083&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Bzwei Immobilien GmbH,1,https://firmen.wko.at/bzwei-immobilien-gmbh/ober%c3%b6sterreich/?firmaid=4b270506-8309-4bbb-b72e-0a47fdc95f94&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Böchzelt Immobilien GmbH,1,https://firmen.wko.at/b%c3%b6chzelt-immobilien-gmbh/steiermark/?firmaid=3a6f13d2-81a0-40f9-9dfd-2ce6783215bd&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
C&F Comfort and Fun GmbH,1,https://firmen.wko.at/cundf-comfort-and-fun-gmbh/wien/?firmaid=8a9b4ff4-4721-4f23-bd18-b864e62df4c1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Capellmann Hausverwaltungs-GmbH,1,https://firmen.wko.at/capellmann-hausverwaltungs-gmbh/wien/?firmaid=3a4aba1b-ecf4-48be-904c-488021669284&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Carolin Catharina Schmidt,1,https://firmen.wko.at/carolin-catharina-schmidt/steiermark/?firmaid=2f0d7987-df3e-4b5c-bd40-5eddae45339d&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Carolin Lener,1,https://firmen.wko.at/carolin-lener/tirol/?firmaid=672670d2-fbc1-412b-8df6-ca3dca5d64a7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CASA NOVA Real Estate GmbH,1,https://firmen.wko.at/casa-nova-real-estate-gmbh-immobilienmakler-und-immobilienverwalter/wien/?firmaid=81fed708-cac5-4fce-81c1-472395842b7c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Casavia Immobilien GmbH,1,https://firmen.wko.at/casavia-immobilien-gmbh/k%c3%a4rnten/?firmaid=01424d1f-5d6a-46c4-8551-9f330d3b709b&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CBRE GmbH,1,https://firmen.wko.at/cbre-gmbh-cbre-gmbh/wien/?firmaid=f9385336-8856-4a6b-b913-0574cec1db0a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CBRE GWS Austria GmbH,2,https://firmen.wko.at/cbre-gws-austria-gmbh/tirol/?firmaid=5a15c029-6f74-46ae-9744-690c59c0627a&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CBS International GmbH,1,https://firmen.wko.at/cbs-international-gmbh/wien/?firmaid=5d9462ca-e96a-4011-89a7-3611aa679625&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CCI Immobilienentwicklung GmbH,1,https://firmen.wko.at/cci-immobilienentwicklung-gmbh-christoph-chromecek-immobilien/nieder%c3%b6sterreich/?firmaid=d401aa78-f140-4a87-89a8-daf1bab0dbaf&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CCI Immobilientreuhand GmbH,1,https://firmen.wko.at/cci-immobilientreuhand-gmbh/wien/?firmaid=b1b85c7b-9c18-4c98-878d-0ffbb4803b32&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CCS Immobilienverwaltung e.U.,1,https://firmen.wko.at/ccs-immobilienverwaltung-eu/ober%c3%b6sterreich/?firmaid=9323c547-75b0-46e0-8adf-85163c5e2462&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CE Verwaltungs GmbH,1,https://firmen.wko.at/ce-verwaltungs-gmbh/salzburg/?firmaid=c50b0022-c5ee-4887-8a32-247266742549&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,,,,0,2062,
CEE/China Trade and Brokerage Consulting GmbH,1,https://firmen.wko.at/cee-china-trade-and-brokerage-consulting-gmbh/nieder%c3%b6sterreich/?firmaid=a7ab89f7-4e8d-41fa-9e50-ccf022493139&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CFI Immobilientreuhand GmbH,1,https://firmen.wko.at/cfi-immobilientreuhand-gmbh/wien/?firmaid=83ce7c14-1627-40f3-b810-662e42246c0f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Chic City Immo GmbH,1,https://firmen.wko.at/chic-city-immo-gmbh/wien/?firmaid=cec564fa-88ba-498d-938a-28f5739c4587&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CHORA Immobilienverwaltung GmbH,1,https://firmen.wko.at/chora-immobilienverwaltung-gmbh-immobilientreuhand/wien/?firmaid=a2804511-41a5-43bd-8127-c808c02e893e&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christian Heim,1,https://firmen.wko.at/christian-heim/salzburg/?firmaid=37e72822-2c9f-4518-9727-1444eaefa26b&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,,,,0,2521,
Christian Helmut Schniersmeyer,1,https://firmen.wko.at/christian-helmut-schniersmeyer-baumeister-christian-schniersmeyer/tirol/?firmaid=193765c4-d46b-4ddb-a8be-29201e492cc2&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Christian Kaspar, MSc MEng",1,https://firmen.wko.at/christian-kaspar-msc-meng/wien/?firmaid=ff2e257f-a377-4946-adc4-34eec2a48f7b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christian Peter Hammerl,1,https://firmen.wko.at/christian-peter-hammerl-ith-immobilien-treuhand-hammerl/steiermark/?firmaid=68d78442-eb95-4fe7-b239-037b8c09ca13&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Christian Schönleitner, B.A.",1,https://firmen.wko.at/christian-sch%c3%b6nleitner-ba/ober%c3%b6sterreich/?firmaid=ff703666-66f3-48af-a2a8-4402a28b29d6&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christian Solms GmbH,1,https://firmen.wko.at/christian-solms-gmbh/tirol/?firmaid=86c3e4d6-2ae3-4ce3-96ef-bdc7b183b371&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christian Stefan Kutrowatz,1,https://firmen.wko.at/christian-stefan-kutrowatz-versicherungsb%c3%bcro/burgenland/?firmaid=89b7ed6c-d1a0-4d5a-9ba1-054f1f68a1f1&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christiana Meixner,1,https://firmen.wko.at/christiana-meixner/nieder%c3%b6sterreich/?firmaid=1cd438de-83b4-4898-a8fb-b88181764c94&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christiane Höscheler,1,https://firmen.wko.at/christiane-h%c3%b6scheler-immobilienverwaltung/vorarlberg/?firmaid=239c6c78-afbf-481c-9a97-238a7dfd6e1f&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christina Eva-Maria Knoll-Prantl,1,https://firmen.wko.at/christina-eva-maria-knoll-prantl/tirol/?firmaid=d3c67284-9b1d-4ec3-8112-8c553b1973fb&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christina Petra Dojacek-Magenheim,1,https://firmen.wko.at/christina-petra-dojacek-magenheim/wien/?firmaid=bdd05c8d-89f9-4fad-878b-7fe2e12c734e&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christine Cäcilia Zeilner,2,https://firmen.wko.at/christine-c%c3%a4cilia-zeilner/nieder%c3%b6sterreich/?firmaid=73c4a2af-9ce2-4ab4-a283-d467b7384c64&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christine Friederike Sutrich,2,https://firmen.wko.at/christine-friederike-sutrich/burgenland/?firmaid=f58c42f6-4d38-444e-a4a7-0a78c9443222&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christine Josefa Schlacher,1,https://firmen.wko.at/christine-josefa-schlacher/steiermark/?firmaid=fa5d8289-f664-497c-8f23-1801f0e77996&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christine Leuthner,1,https://firmen.wko.at/christine-leuthner/wien/?firmaid=2db76abc-2013-4d11-a722-098768575fce&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Christine Pölzl,1,https://firmen.wko.at/christine-p%c3%b6lzl/wien/?firmaid=7cd7ba21-c597-4f97-946b-b59895d0bcd6&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Cindy Fahlböck, BA MA",1,https://firmen.wko.at/cindy-fahlb%c3%b6ck-ba-ma/k%c3%a4rnten/?firmaid=573f3230-2820-482f-931e-39da9b0d5d8f&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
City Real Immobilien Vermittlungs- und Verwaltungsgesellschaft m.b.H.,1,https://firmen.wko.at/city-real-immobilien-vermittlungs-und-verwaltungsgesellschaft-mbh/tirol/?firmaid=d8366691-9e73-46f5-8639-2b31ac83e833&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
City-Immobilien GmbH,1,https://firmen.wko.at/city-immobilien-gmbh/ober%c3%b6sterreich/?firmaid=5ccc9842-cc4f-433d-871c-47f4f3fbb1ad&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CITYPARK GmbH,1,https://firmen.wko.at/citypark-gmbh/steiermark/?firmaid=374c09df-b5aa-4d08-9fd6-b82f6c6920bd&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Civ.ing. Harald Andreas Hainzl, MSc",1,https://firmen.wko.at/civing-harald-andreas-hainzl-msc/steiermark/?firmaid=72792482-7cab-43ed-ba20-056197b895f8&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Claudia Maier,1,https://firmen.wko.at/claudia-maier/salzburg/?firmaid=b0c2a0ca-0eae-4ef4-8ac5-f1d4005ebbd8&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,,,,0,2795,
Claudia Zinner-Hinterwallner,1,https://firmen.wko.at/claudia-zinner-hinterwallner/nieder%c3%b6sterreich/?firmaid=68eda447-5e4e-43b6-8469-36c79e13fc2a&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CMR Projekt GmbH,1,https://firmen.wko.at/cmr-projekt-gmbh/wien/?firmaid=1bca9bb4-e4a2-4120-bec1-54f7b354ba11&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CMTY Service GmbH,1,https://firmen.wko.at/cmty-service-gmbh/vorarlberg/?firmaid=078b7867-097e-46bb-a0b0-208d6f416f6d&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
COLLIERS Immobilienverwaltung GmbH,1,https://firmen.wko.at/colliers-immobilienverwaltung-gmbh/wien/?firmaid=75f91559-31fe-4a99-94c3-5e0d5534bb38&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
COMFORT-REAL Gebäudeverwaltungs- und Realitäten Ges.m.b.H.,1,https://firmen.wko.at/comfort-real-geb%c3%a4udeverwaltungs-und-realit%c3%a4ten-gesmbh/wien/?firmaid=4f616b49-263c-4df0-8d44-64923705ab1a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Con Tessa Immobilienverwertung GmbH,1,https://firmen.wko.at/con-tessa-immobilienverwertung-gmbh/wien/?firmaid=88da7311-138c-4958-b6ad-25450e79f1ff&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Concept Immobilientreuhand GmbH,1,https://firmen.wko.at/concept-immobilientreuhand-gmbh/steiermark/?firmaid=766a2cc7-a6fe-4f5a-b76d-4f8b986ebc4d&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CONDUCTA Hausverwaltung GmbH,1,https://firmen.wko.at/conducta-hausverwaltung-gmbh/wien/?firmaid=59f6186b-01ab-47fb-96e1-395583e7a7ae&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Constantin Bednař, MSc",1,https://firmen.wko.at/constantin-bedna-msc/wien/?firmaid=08fac0f4-c703-4324-ab8e-741ae5b9111d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Consultatia GmbH,1,https://firmen.wko.at/consultatia-gmbh/burgenland/?firmaid=e1fb6306-8d80-4208-a6a9-f6ab8de22a00&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
cont EQ Immobilien GmbH,1,https://firmen.wko.at/cont-eq-immobilien-gmbh/wien/?firmaid=a0225641-b4d8-4fa7-a8a1-41bfaf5ddf4d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CONTEC Hausverwaltung GmbH,1,https://firmen.wko.at/contec-hausverwaltung-gmbh/wien/?firmaid=ac954131-ecdb-42ea-930c-21c2c2c69222&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
convival Immobilien GmbH,1,https://firmen.wko.at/convival-immobilien-gmbh/wien/?firmaid=3547dbe5-5bd0-48b7-be8d-ee0ca80b0044&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Corner Immobilien GmbH,1,https://firmen.wko.at/corner-immobilien-gmbh/wien/?firmaid=f00a65e4-153f-49b4-82b1-edb13a0915aa&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CorPore Management Support GmbH,1,https://firmen.wko.at/corpore-management-support-gmbh/steiermark/?firmaid=313dfbd6-3b6f-4dbe-bf5f-ad15f3eb4b15&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CPI Europe AG,1,https://firmen.wko.at/cpi-europe-ag/wien/?firmaid=1f90a1e5-78a1-4ae0-a434-7e6e716a382b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CPL GmbH,1,https://firmen.wko.at/cpl-gmbh/nieder%c3%b6sterreich/?firmaid=410b5751-8d80-4d7a-b14a-3bb2fae60082&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CRO Management Holding GmbH,1,https://firmen.wko.at/cro-management-holding-gmbh/wien/?firmaid=d205b22e-5101-4b2a-9de1-ab02dc695619&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
CURA Immobilien OG,1,https://firmen.wko.at/cura-immobilien-og-cura-immobilien/vorarlberg/?firmaid=d3fae1a0-063d-48d8-9732-83dd4850e2cb&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Curator Immobilientreuhandges.m.b.H.,1,https://firmen.wko.at/curator-immobilientreuhandgesmbh/wien/?firmaid=9fd72f6e-6167-4305-adcf-bc2834f26c99&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Czembirek, Reich-Rohrwig Immobilienverwaltungs GmbH",1,https://firmen.wko.at/czembirek-reich-rohrwig-immobilienverwaltungs-gmbh/wien/?firmaid=d38856b3-96c0-490d-b200-2e46ae50a3b5&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
dahir gmbh - Sozioökonomisches Immobilien Management,1,https://firmen.wko.at/dahir-gmbh-sozio%c3%b6konomisches-immobilien-management/steiermark/?firmaid=0218b957-3287-4cc7-9196-9d8c9bb1bfec&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Daniel Hausverwaltung GmbH,1,https://firmen.wko.at/daniel-hausverwaltung-gmbh/k%c3%a4rnten/?firmaid=c5df1059-a951-4a08-bc2e-4143612ffe36&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DANIEL IMMOBILIEN e.U.,1,https://firmen.wko.at/daniel-immobilien-eu/k%c3%a4rnten/?firmaid=c47cd3bc-6ef7-41f1-a902-1ab0670f4fb8&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Daniela Ebner,1,https://firmen.wko.at/daniela-ebner/salzburg/?firmaid=7115fe4f-bf05-4421-8307-f26d52ad76fa&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,,,,0,2648,
Danninger Transport GmbH,1,https://firmen.wko.at/danninger-transport-gmbh/salzburg/?firmaid=01b40c9b-afd2-480f-9ae2-5bd565e61693&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,,,,0,3574,
Daria Marlene Sieber,1,https://firmen.wko.at/daria-marlene-sieber-hausverwaltungen-immobilienverwaltungen/vorarlberg/?firmaid=874e0504-085b-4f3a-960f-0b090b0bc61a&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Das Neue Wohnen GmbH,1,https://firmen.wko.at/das-neue-wohnen-gmbh/nieder%c3%b6sterreich/?firmaid=44e1979b-8bda-4a64-accd-41c66d703adc&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DATAREAL Beteiligungsgesellschaft m.b.H. & Co. Gablenzgasse 60 KG,1,https://firmen.wko.at/datareal-beteiligungsgesellschaft-mbh-und-co-gablenzgasse-60-kg/wien/?firmaid=f925106c-e652-4985-a24d-1e9a1b29bf88&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DATAREAL Beteiligungsgesellschaft m.b.H.& Co. Heiligenstädter Straße 9 OG,1,https://firmen.wko.at/datareal-beteiligungsgesellschaft-mbhund-co-heiligenst%c3%a4dter-stra%c3%9fe-9-og/wien/?firmaid=07d6208d-fdb6-457e-a951-2f94ea78f007&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Daum Immobilien GmbH,1,https://firmen.wko.at/daum-immobilien-gmbh/tirol/?firmaid=3c5a0da1-0c6e-4c26-b25d-7f26566464e2&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
David Halmer,1,https://firmen.wko.at/david-halmer/wien/?firmaid=55149333-c868-45d6-a2a0-73a1be966fe2&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DDI Immo GmbH,1,https://firmen.wko.at/ddi-immo-gmbh/wien/?firmaid=a2ab67f8-8b36-4f2b-8fa4-9c06f1df00c5&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Degen Immobilien GmbH,2,https://firmen.wko.at/degen-immobilien-gmbh/steiermark/?firmaid=18c3ce70-2db0-4290-b06f-9a1a06481af5&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
delop GmbH,1,https://firmen.wko.at/delop-gmbh/nieder%c3%b6sterreich/?firmaid=f29bf383-f74c-40bd-a59a-c47b80d861a2&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
"Delta Immobilien - Verwaltungs-, Verwertungs- und Vermittlungsgesellschaft m.b.H.",1,https://firmen.wko.at/delta-immobilien-verwaltungs-verwertungs-und-vermittlungsgesellschaft-mbh/wien/?firmaid=72aee161-64cb-4115-8243-0622a49a2b58&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DENZEL Immobilien GmbH,2,https://firmen.wko.at/denzel-immobilien-gmbh/wien/?firmaid=78ee919d-3073-4755-bd35-c2433d42e8d8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Desiree Kröpl,1,https://firmen.wko.at/desiree-kr%c3%b6pl-immobilienverwaltung/ober%c3%b6sterreich/?firmaid=f4d9ff5c-98f2-423d-9447-ad1fc710ea0e&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Detlev Neudeck,1,https://firmen.wko.at/detlev-neudeck/wien/?firmaid=a991dfc7-efc7-41f0-b1ab-18b898bc63d1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DeZt Immobilien Real Estate Management GmbH,1,https://firmen.wko.at/dezt-immobilien-real-estate-management-gmbh/k%c3%a4rnten/?firmaid=99934d44-2cdd-4d5a-b1b9-8738388351ba&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DHS Immobilien GmbH,1,https://firmen.wko.at/dhs-immobilien-gmbh/tirol/?firmaid=02fd4724-fcee-461e-a768-6a166111f2d2&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DI (FH) Peter Seyerlehner,1,https://firmen.wko.at/di-fh-peter-seyerlehner/ober%c3%b6sterreich/?firmaid=030ee678-1b69-488d-b2b2-7bc0f3e4e38f&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DI Czerny Immobilien GmbH,1,https://firmen.wko.at/di-czerny-immobilien-gmbh-czerny-immobilien/wien/?firmaid=324a5d17-7da9-4478-a0ef-d3125aa06bda&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
DI Doloszeski Immobilien GmbH,1,https://firmen.wko.at/di-doloszeski-immobilien-gmbh/wien/?firmaid=c0ce5255-223b-4b7b-8b4f-ab33973a7166&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
