group_key,group_name,domain,websites,cities,legal_entities_count,locations_count,member_entities,prior_status,prior_confidence,prior_employee_low,prior_employee_high,prior_reason,prior_source_urls,wko_firmaids,wko_phones,wko_emails,old_evidence_snippet,agent_verdict,agent_employee_low,agent_employee_high,agent_count_scope,agent_confidence,agent_research_summary,agent_source_urls,agent_source_facts,agent_review_note,agent_researcher_consensus,accounting_relevance
wko:G3306,Interim & Transformation - HR - Finance - Governance,iris-karner.at,https://www.iris-karner.at/,Millstatt,1,,Dr. Iris Karner,CONFIRMED_30_PLUS,HIGH,350,350,explicit employee signal 350,https://www.iris-karner.at/,b6626096-ce67-4f1c-9ae9-7f3c5050aa8f,+43%20680%2030%2032%20882,office@iris-karner.at,"Stabilität, wenn es kritisch wird | Dr. Iris Karner Skip to content Dr. Iris Karner Interim & Transition | HR • Finance • Organisation Mehr entdecken Kontakt Stabilität, wenn es kritisch wird Ich verbinde Menschen, Prozesse und Zahlen und schaffe in kritischen Phasen Strukturen, die tragen. Wenn eine Führungsfunktion ausfällt, die Personalkosten aus dem Ruder laufen oder Bank und Steuerberater Fragen stellen, die das Unternehmen nicht vollständig beantworten kann, brauchen Sie keine weitere Analyse. Sie brauchen jemanden, der übernimmt, ordnet und entscheidet. Ich löse Probleme, die andere nur analysieren. Sie holen mich, wenn die Leitung Rechnungswesen oder HR ausgefallen oder freigestellt ist HR und Finance neu aufgestellt werden müssen Personalkosten und das interne Kontrollsystem (IKS)",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=0).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G0384,Jacoby GM Pharma GmbH,jacoby-gm.at,http://www.jacoby-gm.at/,Hallein | Klagenfurt am Wörthersee,2,,Jacoby GM Pharma GmbH,CONFIRMED_30_PLUS,HIGH,480,480,explicit employee signal 480; 3 WKO entries share group identifier; up to 7 locations mentioned; 3 career/job links found || no reliable 20+ evidence found; 3 WKO entries share group identifier,https://www.jacoby-gm.at/ | https://www.jacoby-gm.at/ueber-uns | https://www.jacoby-gm.at/standorte/hallein | https://www.jacoby-gm.at/karriere,13aa4520-8211-45e1-a94e-0d36a665202a | 3d26a600-eaed-427c-bc45-910fe7b39f05,06245%208951%200 | +43%20463%20282%2092%2090,office@jacoby-gm.at | koschutnig.reinhold@jacoby-gm.at,"Start - Jacoby GM Pharma GmbH Navigation überspringen Über uns Standorte Kontakt Karriere Mein-Jacoby Über uns Standorte Kontakt Karriere Mein-Jacoby Gemeinsam erfolgreich in die Zukunft Apotheken Ihr Erfolg ist unsere Priorität Apo Aktiv Services EDV Beratung OTC Seminare / Familienbande Persönliche Beratung Hausapothekenführende Ärzte Umfassende Versorgungssicherheit mit maßgeschneiderten Lösungen Unsere Leistungen Persönliche Beratung Veterinär Jacoby GM Veterinär - prompt, kompetent, innovativ Schnelle und verlässliche Lieferung Jacoby GM Veterinär Portal Bestellblock Persönliche Beratung Ästhetische Medizin Schöne Haut beginnt mit außergewöhnlicher Pflege ALPHASCIENCE B Sand the Swiss BFACE Hyaluronica Persönliche Beratung Industrie Vollsortiment, Full-Service und voller Einsatz Prewh ||  | ",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=4).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G4167,Joh. Offner Verwaltung und Vertrieb Gesellschaft m.b.H.,offner.at,http://www.offner.at/,Wolfsberg,1,,Joh. Offner Verwaltung und Vertrieb Gesellschaft m.b.H.,CONFIRMED_30_PLUS,HIGH,700,700,explicit employee signal 700; 2 career/job links found,https://www.offner.at/ | https://www.offner.at/karriere | https://www.bing.com/ck/a?!&&p=732e0cbb77e244e47b343ddf9be6c46c7b6a916428edb008b3aedf0861ae0b3bJmltdHM9MTc4ODA0ODAwMA&ptn=3&ver=2&hsh=4&fclid=28ef2d53-1306-6ddf-20ee-3a96128d6cb1&u=a1aHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2NvbXBhbnkvam9ocGFydG5lcnM&ntb=1 | https://www.bing.com/ck/a?!&&p=b10e3b125754a7399e8bb9421fe40b16e462b8dc104fda44b88f6777ce66c2e2JmltdHM9MTc4ODA0ODAwMA&ptn=3&ver=2&hsh=4&fclid=28ef2d53-1306-6ddf-20ee-3a96128d6cb1&u=a1aHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2NvbXBhbnkvam9oLXdpbGgtdm9uLWVpY2tlbi1nbWJo&ntb=1,9e2f3a67-9235-4d8e-8087-8670a9fc74eb,+43%20(4352)%202731,office@offner.at,"JOHANN OFFNER › UNTERNEHMENSGRUPPE Skip to main content Menu Start Geschäftsbereiche Geschichte Management Karriere LEHRE BEI OFFNER Start Geschäftsbereiche Geschichte Management Karriere LEHRE BEI OFFNER Search Close Search Tradition seit 1755. Technologie von morgen. Die Johann Offner Unternehmensgruppe steht für Qualität, Verlässlichkeit und Innovationskraft – heute familiengeführt in achter Generation. GESCHÄFTSBEREICHE ANSEHEN UNSERE GESCHICHTE ENTDECKEN Seit 1755 Familienunternehmen aus Österreich 8. Generation Verantwortung über Generationen 700+ Mitarbeiter weltweit 4 Geschäftsbereiche ein gemeinsamer Qualitätsanspruch Unsere Geschäftsbereiche Vier Kompetenzen. Eine verbindende Stärke. Hochwertige Werkzeuge für professionelle Anwendungen weltweit. Learn more Werkzeugindustrie Präzi",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=3).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G1860,Kanzlei für Buchhaltung Bilanzerstellung Lohnverrechnung,smo-bilanz.at,https://www.smo-bilanz.at/,St.Nikolai,1,,SMO Bilanzbuchhaltung Silke M. Obmann e.U.,CONFIRMED_30_PLUS,HIGH,50,50,explicit employee signal 50,https://www.smo-bilanz.at/,7d979253-0fbe-4323-b3f5-e2e64bc40297,06645308979,silke.obmann@smo-bilanz.at,"SMO Bilanzbuchhaltung - Buchhaltung - Lohnverrechnung - Bilanzerstellung SMO Bilanzbuchhaltung Home Leistungen Beratung Über SMO Galerie Info Willkommen bei SMO Bilanzbuchhaltung BuchHaltung Langjährige Erfahrung, präzise und zuverlässige Finanzführung. mehr Info Lohnverrechnung Kompetente Abwicklung, gesetzestreu und termingerecht. mehr Info Bilanzerstellung Experten-know-how, klare Finanzdarstellung mehr Info Wahre Größe liegt nicht im Erreichen des Gipfels, sondern im Überwinden der Hindernisse auf dem Weg dorthin. Friedrich Schiller Buchhaltung Laufende monatliche Buchhaltung / Pagatorische Buchhaltung für alle Betriebsgrößen Monatliche Umsatzsteuervoranmeldung (UVA) Zusammenfassende Meldung (ZM) Betriebswirtschaftliche Auswertung (Berichtswesen) Erstellung der Saldenliste für Betrie",UNRESOLVED,,,UNKNOWN,LOW,"Relevant bookkeeping/accounting firm, but fresh public evidence does not safely prove 20 employees.",https://www.smo-bilanz.at/,No reliable 20+ headcount found.,RELEVANT_ACCOUNTING_FIRM,SINGLE,RELEVANT_ACCOUNTING_FIRM
wko:G2289,LIMBERG GmbH,limberg.at,http://www.limberg.at/,Wien,1,,LIMBERG GmbH,CONFIRMED_30_PLUS,HIGH,50,50,explicit employee signal 50; 2 career/job links found,https://www.limberg.at/ | https://www.limberg.at/ueber-uns/ | https://www.limberg.at/team/ | https://www.limberg.at/karriere/ | https://www.limberg.at/aktuelles/das-limberg-team-feiert-den-sommer/ | https://www.limberg.at/aktuelles/das-limberg-team/,99bc026b-482f-4393-a51b-2f42d2829681,01%2040%2025%20400,office@limberg.at,"Limberg-Gruppe. Alles rund um ihre Immobilie. » Limberg-Gruppe Limberg-Gruppe. Alles rund um ihre Immobilie. Home Über Uns Team Karriere Kontakt Aktuelles Limberg-Gruppe Willkommen bei der Limberg-Gruppe. In der Limberg-Gruppe bieten wir unseren Kunden alle Dienstleistungen rund um Immobilien an. Von der Verwaltung über die Vermittlung und Bewertung bis zur rechtlichen Beratung – für fast jede Immobilienfrage haben wir einen Experten im Haus. Dieser ganzheitliche Ansatz macht viele Synergien nutzbar und bedeutet für unsere Kunden: kurze Wege, effiziente Lösungen und gespartes Geld. Als Familienunternehmen legen wir dabei großen Wert auf eine langfristige Beziehung zu unseren Kunden, handeln entsprechend integer und sind immer bereit die berühmte Extrameile zu gehen. Mehr über uns > Unsere ",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=1).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G0992,Maschinenring Personal eGen,maschinenring.at,https://www.maschinenring.at/ | http://www.maschinenring.at/,Klagenfurt am Wörthersee | Linz,3,,Mario Duschek | Maschinenring Personal und Service eGen | Maschinenring-Service Kärnten eGen,CONFIRMED_30_PLUS,HIGH,5000,5000,explicit employee signal 5000; 3 WKO entries share group identifier; up to 80 locations mentioned; 36 career/job links found || no reliable 20+ evidence found; 3 WKO entries share group identifier,https://www.maschinenring.at/ | https://www.maschinenring.at/jobs | https://www.maschinenring.at/ueber-uns | https://www.maschinenring.at/jobs/freie-stellen | https://www.maschinenring.at/job/cnc-dreher-m-w-d-24575 | https://www.maschinenring.at/job/stahlbau-monteur-in-fuer-strassensicherheit-vollzeitm-w-d-24576 | https://www.maschinenring.at/job/haendische-schneeraeumer-m-w-d-24570,411fe1d9-4a6c-49c2-9416-47c1b255acf1 | 5028fc58-5337-491d-8f6d-2ab611770abe | a69db14d-2768-4cd0-9699-103b820b2b62,+43%2059060%2090210 | +43%2059060%20200 | +43%20664%2060%20507%20772 | +43%20664%2060507777,personal@maschinenring.at | service.kaernten@maschinenring.at | mario.duschek@maschinenring.at,"Dienstleister für Agrar, Forst, Personal und mehr! | Maschinenring - maschinenring.at Header überspringen Ring wählen Jetzt anfragen Dein Ansprechpartner Mit deiner PLZ können wir dir deinen zuständigen Ring und somit deinen Ansprechpartner vor Ort anzeigen. PLZ: Suchbegriffe Suchen Navigation überspringen Leistungen Personaldienstleistungen Jobs Für Landwirte Die Maschinenringe Über uns Aktuelles Publikationen Veranstaltungen Shop Akademie für Landwirte Bauern für Bauern Projekte Maschinenring International Kontakt Ring wählen Jetzt anfragen Dein Ansprechpartner Mit deiner PLZ können wir dir deinen zuständigen Ring und somit deinen Ansprechpartner vor Ort anzeigen. PLZ: Suchbegriffe Suchen Navigation überspringen Leistungen Personaldienstleistungen Jobs Für Landwirte Navigation überspring || Dienstleister für Agrar, Forst, Personal und mehr! | Maschinenring - maschinenring.at Header überspringen Ring wählen Jetzt anfragen Dein Ansprechpartner Mit deiner PLZ können wir dir deinen zuständigen Ring und somit deinen Ansprechpartner vor Ort anzeigen. PLZ: Suchbegriffe Suchen Navigation überspringen Leistungen Personaldienstleistungen Jobs Für Landwirte Die Maschinenringe Über uns Aktuelles Publikationen Veranstaltungen Shop Akademie für Landwirte Bauern für Bauern Projekte Maschinenring International Kontakt Ring wählen Jetzt anfragen Dein Ansprechpartner Mit deiner PLZ können wir dir deinen zuständigen Ring und somit deinen Ansprechpartner vor Ort anzeigen. PLZ: Suchbegriffe Suchen Navigation überspringen Leistungen Personaldienstleistungen Jobs Für Landwirte Navigation überspring ||  | ",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=1, unrelated-sector signals=3).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G4053,Personalverrechnung und Bilanzbuchhaltung,alexanderpfeiffer.at,http://www.alexanderpfeiffer.at/,Pfaffstätten,1,,0auf100 e.U.,CONFIRMED_30_PLUS,HIGH,50,50,explicit employee signal 50,https://www.alexanderpfeiffer.at/,a7665aae-9592-411b-9a0d-b2f514a1b947,0650-8320021,alexander.pfeiffer@alexanderpfeiffer.at,"Personalabrechnung Pfeiffer - Wien / Niederösterreich / Österreich Home Leistungspakete Personalabrechnung Rezensionen Aktuelles Kontakt T: 0650 8320021 Menü Menü Ihre verlässliche Personal­abrechnung für Klein- und Mittelbetriebe Gemeinsam mit meinem Team unterstütze ich Klein- und Mittelbetriebe als Dienstleister bei der Personalabrechnung. Kontaktieren Sie mich gerne persönlich für ein kostenloses Informationsgespräch. Mobile Mobile Jetzt anrufen 0650 8320021 Pakete für Personal­abrechnung im Überblick Wir haben drei Pakete für die Personalabrechnung konzipiert, die auf die meisten Unternehmen angewendet werden können. Gerne können wir gemeinsam ein Paket entwickeln, das auf Ihre individuellen Bedürfnisse zugeschnitten ist. Alle Preise verstehen sich je Dienstnehmer und Monat zuzüglich ",CONFIRMED_30_PLUS,50,,AUSTRIA_LEGAL_ENTITY,HIGH,Fresh official-site evidence proves the relevant bookkeeping/accounting business has at least 50 employees.,https://www.alexanderpfeiffer.at/,"Official accounting-firm page states 50 employees in context: eitgeber kann die lückenlose Beibringung von Arbeitsunfähigkeitsbestätigungen von Interesse sein. Arbeitgeber mit nicht mehr als 50 Mitarbeitern können für längere Krankenstände bei der AUVA einen Zuschuß zur Entgeltfortzahlung beantragen. Steuerfreiheit von Zulagen Für die Steuerfreiheit von Schmutz-, Erschwernis- und",RELEVANT_ACCOUNTING_FIRM,SINGLE,RELEVANT_ACCOUNTING_FIRM
wko:G3979,Rechnungswesen und BMD Softwarepower,murauer-rechnungswesen.at,https://www.murauer-rechnungswesen.at/,Senftenbach,1,,Murauer GmbH,CONFIRMED_20_PLUS,HIGH,24,24,at least 24 staff profiles/emails on official site; 4 career/job links found,https://murauer-rechnungswesen.at/ | https://murauer-rechnungswesen.at/jahresabschluss-erstellen-lassen/ | https://murauer-rechnungswesen.at/buchhaltungskanzlei/ | https://murauer-rechnungswesen.at/team/ | https://murauer-rechnungswesen.at/karriere/,22795fe5-e524-4455-9f24-767d9db5f311,+43%207751%208082 | +43%20664%204361971,office@murauer-rechnungswesen.at,Murauer Rechnungswesen | zertifizierter BMD Software Partner Zum Inhalt springen BMD Com Fernwartung Rechnungswesen Buchhaltung Lohnverrechnung Kostenrechnung / Controlling Bilanzierung Beratung BMD Software BMD Verkauf Digitale Buchhaltung BMD Schulung BMD Support Fernwartungsservice Buchhaltungssoftware Lohnverrechnungssoftware Rechnungswesensoftware CRM Software Zeiterfassung Software Kostenrechnung Software Controlling Software Kassensystem BMD Warenwirtschaft Unternehmen Team Aktuelles Blog Karriere Kontakt Rechnungswesen Buchhaltung Lohnverrechnung Kostenrechnung / Controlling Bilanzierung Beratung BMD Software BMD Verkauf Digitale Buchhaltung BMD Schulung BMD Support Fernwartungsservice Buchhaltungssoftware Lohnverrechnungssoftware Rechnungswesensoftware CRM Software Zeiterfassung S,UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=1, unrelated-sector signals=0).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G2926,Richter Pharma AG,richter-pharma.com,http://www.richter-pharma.com/,Wels,1,,Richter Pharma AG,CONFIRMED_30_PLUS,HIGH,60,60,explicit employee signal 60; 1 career/job links found,https://www.richter-pharma.com/ | https://www.richter-pharma.com/ueber-uns/werte-vision-mission | https://www.richter-pharma.com/ueber-uns/nachhaltigkeit | https://www.richter-pharma.com/ueber-uns/geschichte-meilensteine | https://www.richter-pharma.com/unternehmensfilm,0737c584-bfa2-401d-b3e1-158031eb05d1,07242/490-0 | 0664/3080134,office@richter-pharma.com,"Versorgt mit Vorsprung | Richter Pharma AG | Richter Pharma AG Zur Suche springen Zum Hauptinhalt springen Login EN Suche Navigation ein- und ausfahren Mensch & Gesundheit Mensch & Gesundheit Ärztliche Hausapotheke Ärztliche Hausapotheke Forbildungen & Seminare Apotheke Vertriebspartner Rezeptfreie Eigenprodukte Kontakt Tiergesundheit Tiergesundheit Tierarztservice Praxisgründung Softwareanbieter Sortiment Herstellerservices Kontakt Über uns Über uns Richter pharma in Zahlen Unsere Geschäftsfelder Werte, Vision & Mission Vorstand & Eigentümer Nachhaltigkeit Geschichte & Meilensteine Presse & Updates Karriere Kontakt Login Suche Suche Versorgt mit Vorsprung Zum Imagevideo Uns liegt die Gesundheit von Mensch & Tier am Herzen. Immer schon! So hat sich im Laufe von vier Jahrhunderten aus einer",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=4).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G1043,SCHWEIGHOFER Manager-Software GmbH,schweighofer.com,http://www.schweighofer.com/,Tumeltsham,1,,SCHWEIGHOFER Manager-Software GmbH,CONFIRMED_30_PLUS,HIGH,45,45,explicit employee signal 45; 1 career/job links found,https://www.schweighofer.com/ | https://www.schweighofer.com/ueber-schweighofer-manager-software/ | https://www.schweighofer.com/unternehmen/,c2f7ddf0-90d3-4c77-8b9b-16f32cd0dbb0,+43%20(0)7752%2081%20040,manager.software@schweighofer.com,"Schweighofer | Software für Lohnverrechnung, Buchhaltung uvm. +43 7752 81040 manager.software@schweighofer.com Fernwartung support.schweighofer.com cart Einkaufswagen Einkaufswagen 0 Einkaufswagen Produkte Buchhaltung Lohnverrechnung Warenwirtschaft Hausverwaltung Zeit & Personal Finanzmathematik Bilanzanalyse Verwaltung SCHWEIGHOFER CLOUD Information CLOUD Kunden-LogIn Schulungen Seminare / Webinare Mediathek Bestellscheine Aktuelles Referenzen Unternehmen Über Uns Händler Partner Links Karriere Click to open the search input field Click to open the search input field Suche Menü Menü Beratung vereinbaren SCHWEIGHOFER CLOUD FLEXIBEL, ORTSUNABHÄNGIG, SICHER – Nutzen Sie unsere Produkte ab sofort in der SCHWEIGHOFER CLOUD! Weiterlesen Win 1A-FIBU | Profi | Steuer Die Finanzbuchhaltung mit in",UNRESOLVED,,,UNKNOWN,LOW,"Relevant bookkeeping/accounting firm, but fresh public evidence does not safely prove 20 employees.",https://www.schweighofer.com/,No reliable 20+ headcount found.,RELEVANT_ACCOUNTING_FIRM,SINGLE,RELEVANT_ACCOUNTING_FIRM
wko:G0607,Selbständige Bilanzbuchhalterin,leitgeb-bilanzbuchhaltung.at,https://leitgeb-bilanzbuchhaltung.at/,Feldbach | Gleisdorf | Graz | St.Margarethen/Raab,4,,"Daniela Leitgeb, MSc",LIKELY_20_PLUS,MEDIUM,20,50,multiple independent scale signals; 4 WKO entries share group identifier; up to 4 locations mentioned,https://leitgeb-bilanzbuchhaltung.at/,298d3884-e07b-4fcf-a113-59802b8ae433 | 8afbac96-befa-4c62-926a-c8787ec20022 | e885ae1f-5fc5-4dbe-a44f-e0c5e3e2a300 | b9e32563-c8a4-457b-9822-8b9c6aed2445,+43%20664%20850%209239 | +436648509239,office@leitgeb-bilanzbuchhaltung.at,"Bilanzbuchhaltung in Gleisdorf, Graz & Feldbach | Leitgeb Zum Inhalt springen Menü Schließen Home Über uns Leistungen Kontakt +43 664 850 9239 Kostenloses Erstgespräch Mehr als 30 Mandanten vertrauen uns Bilanzbuchhaltung in der Steiermark – persönlich, digital, verlässlich Laufende Buchhaltung, Jahresabschluss, Lohnverrechnung und digitale Prozesse: Mit über 25 Jahren Erfahrung betreuen wir Unternehmen von unseren Standorten in Gleisdorf, Graz, Feldbach und St. Margarethen an der Raab aus – in der ganzen Steiermark. Kostenloses Erstgespräch Leistungen entdecken MSc 25+ Jahre Erfahrung 30+ Mandanten 15+ Branchen 4 Standorte in der Steiermark Über uns Persönlich. Kompetent. Digital. Leitgeb Bilanzbuchhaltung ist Ihre Bilanzbuchhaltungskanzlei aus der Oststeiermark: 25+ Jahre Erfahrung und d || Bilanzbuchhaltung in Gleisdorf, Graz & Feldbach | Leitgeb Zum Inhalt springen Menü Schließen Home Über uns Leistungen Kontakt +43 664 850 9239 Kostenloses Erstgespräch Mehr als 30 Mandanten vertrauen uns Bilanzbuchhaltung in der Steiermark – persönlich, digital, verlässlich Laufende Buchhaltung, Jahresabschluss, Lohnverrechnung und digitale Prozesse: Mit über 25 Jahren Erfahrung betreuen wir Unternehmen von unseren Standorten in Gleisdorf, Graz, Feldbach und St. Margarethen an der Raab aus – in der ganzen Steiermark. Kostenloses Erstgespräch Leistungen entdecken MSc 25+ Jahre Erfahrung 30+ Mandanten 15+ Branchen 4 Standorte in der Steiermark Über uns Persönlich. Kompetent. Digital. Leitgeb Bilanzbuchhaltung ist Ihre Bilanzbuchhaltungskanzlei aus der Oststeiermark: 25+ Jahre Erfahrung und d || Bilanzbuchhaltung in Gleisdorf, Graz & Feldbach | Leitgeb Zum Inhalt springen Menü Schließen Home Über uns Leistungen Kontakt +43 664 850 9239 Kostenloses Erstgespräch Mehr als 30 Mandanten vertrauen uns Bilanzbuchhaltung in der Steiermark – persönlich, digital, verlässlich Laufende Buchhaltung, Jahresabschluss, Lohnverrechnung und digitale Prozesse: Mit über 25 Jahren Erfahrung betreuen wir Unternehmen von unseren Standorten in Gleisdorf, Graz, Feldbach und St. Margarethen an der Raab aus – in der ganzen Steiermark. Kostenloses Erstgespräch Leistungen entdecken MSc 25+ Jahre Erfahrung 30+ Mandanten 15+ Branchen 4 Standorte in der Steiermark Über uns Persönlich. Kompetent. Digital. Leitgeb Bilanzbuchhaltung ist Ihre Bilanzbuchhaltungskanzlei aus der Oststeiermark: 25+ Jahre Erfahrung und d || Bilanzbuchhaltung in Gleisdorf, Graz & Feldbach | Leitgeb Zum Inhalt springen Menü Schli",UNRESOLVED,,,UNKNOWN,LOW,"Relevant bookkeeping/accounting firm, but fresh public evidence does not safely prove 20 employees.",https://leitgeb-bilanzbuchhaltung.at/,No reliable 20+ headcount found.,RELEVANT_ACCOUNTING_FIRM,SINGLE,RELEVANT_ACCOUNTING_FIRM
wko:G4305,"Sterkl, Schörkhuber & Partner GmbH",sterkl.com,https://www.sterkl.com/,Leonding,1,,"Sterkl, Schörkhuber & Partner GmbH",CONFIRMED_30_PLUS,HIGH,100,100,explicit employee signal 100; 5 career/job links found,https://www.sterkl.com/ | https://www.sterkl.com/unternehmen/impressum_haftung/ | https://www.sterkl.com/unternehmen/ | https://www.sterkl.com/unternehmen/firmenportrait/ | https://www.sterkl.com/unternehmen/qualitaetsmanagement/ | https://www.sterkl.com/unternehmen/entwicklung_ziele/ | https://www.sterkl.com/unternehmen/ansprechpartner/,eca1c292-92dd-43e5-997f-819ce637333b,,office@sterkl.com,"Gutachter, Ziviltechniker, Statiker, Sachverständiger & Bauphysiker - Österreich & international | Sterkl, Schörkhuber & Partner Möchten Sie zur mobilen Version wechseln? Um alle Funktionen nutzen zu können müssen Sie JavaScript aktiviert haben. Bitte ändern Sie ihre Browser-Einstellungen. Springe direkt zum Menü Kanzleimarketing Impressum Mobile Version Suchen Sitemap International Unternehmen Firmenportrait Qualitätsmanagement Entwicklung/Ziele Ansprechpartner Standorte Österreich Standorte International Native Speakers Soziales Engagement Mitgliedschaften Gerichtliche Eintragungen Partnerlinks Kontakt Aktuelles Karriere Online bewerben News Gutachten Schadensbearbeitung Betriebsunterbrechung Immobilienbewertung Bauphysik Forensische Materialuntersuchungen Beweissicherung Risikomanagemen",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=1).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
wko:G1624,Steuer- & Finanzberatung van Wahsen eU,bbvw.at,http://www.bbvw.at/,Matrei/Brenner,1,,van Wahsen e.U.,CONFIRMED_30_PLUS,HIGH,290,290,explicit employee signal 290; 1 career/job links found,https://www.bbvw.at/ | https://www.bbvw.at/about/ | https://www.bbvw.at/jobs/,874a8291-b809-4780-94aa-316c17d3febb,+43%20670%207039055,Office@bbvw.at,"Tel.: +43 (0)670 703 9055 | Mail: office@bbvw.at Tel.: +43 (0)670 703 9055 | Mail: office@bbvw.at Willkommen Über mich Dienstleistungen Kontakt News Jobs Herzlich Willkommen EHRLICHKEIT – VERTRAUEN – INDIVIDUALITÄT – PROFESSIONALITÄT – TRANSPARENZ Die persönliche und individuelle Kundenberatung und -betreuung ist eine von vielen Vorteilen auf die ich sehr viel Wert lege. Ich begegne Ihnen ehrlich und auf Augenhöhe, versuche Bedürfnisse zu erkennen und diese professionell um zusetzten. Dabei können Sie stets auf Diskretion, Transparenz und Zuverlässigkeit vertrauen . “Potenziale gehören in Stärken gewandelt – the only constant, is change.” Dominik van Wahsen, Inhaber van Wahsen e.U. Willkommen Über mich Dienstleistungen Kontakt News Jobs Impressum Datenschutz Email Facebook Dominik van Wahs",UNRESOLVED,,,UNKNOWN,LOW,"Relevant bookkeeping/accounting firm, but fresh public evidence does not safely prove 20 employees.",https://www.bbvw.at/,No reliable 20+ headcount found.,RELEVANT_ACCOUNTING_FIRM,SINGLE,RELEVANT_ACCOUNTING_FIRM
wko:G1616,Tagwerker Bilanzbuchhalter KG,tagwerker-bibu.at,http://www.tagwerker-bibu.at/,3517177,1,,Tagwerker Bilanzbuchhalter KG,CONFIRMED_30_PLUS,HIGH,2026,2026,explicit employee signal 2026,https://www.tagwerker-bibu.at | https://www.tagwerker-bibu.at/ueber-uns/ | https://www.tagwerker-bibu.at/steuernews/,96053766-3be4-4aaf-8c48-83492a377e6a,05576%2075215 | 0664%203517177,office.tagwerker@aon.at,"Tagwerker Bilanzbuchhalter KG - 6845 Hohenems Home Produkte & Leistungen Über uns Aktuell Online-Rechner Impressum Datenschutzerklärung Barrierefrei Tagwerker Bilanzbuchhalter KG Home Produkte & Leistungen Über uns Aktuell Online-Rechner Tagwerker Bilanzbuchhalter KG Buchhaltung, Lohnverrechnung, Bilanz nach Bibu, Kostenrechnung, Controlling Unser Angebot Beratung in Steuerangelegenheiten Führen der Buchhaltung Durchführung der Lohnabrechnung sowie des Rechnungsabschluß Erstellen der Bilanz gemäß Bilanzbuchhaltergesetz Kostenrechnung u. Kalkulation Controlling und Betriebswirtschaftliche Beratung Hilfestellung und Beratung Jungunternehmer / Betriebsgründer Erstellung Businessplan Zu den Angeboten Steuernews AUG 07 2026 EU-Vorsteuererstattung Für die Erstattung von Vorsteuern des Jahres 202",UNRESOLVED,,,UNKNOWN,HIGH,"Excluded from the accounting supplement: official public site does not establish a primary bookkeeping/accounting/payroll business (service signals=0, unrelated-sector signals=0).",,,NOT_RELEVANT_ACCOUNTING_FIRM,SINGLE,NOT_RELEVANT_ACCOUNTING_FIRM
